상가업소번호,상호명,지점명,상권업종대분류코드,상권업종대분류명,상권업종중분류코드,상권업종중분류명,상권업종소분류코드,상권업종소분류명,표준산업분류코드,표준산업분류명,시도코드,시도명,시군구코드,시군구명,행정동코드,행정동명,법정동코드,법정동명,지번코드,대지구분코드,대지구분명,지번주소,도로명코드,도로명,건물관리번호,도로명주소,우편번호,층정보
MA0101202301A0099600,남가네설악추어탕,진천점,I2,음식,I201,한식,I20102,국/탕/찌개류,I56111,한식 일반 음식점업,43,충청북도,43750,진천군,43750250,진천읍,4375025021,진천읍,4.37502502110448e+18,1,대지,충청북도 진천군 진천읍 교성리 448,437503245024,충청북도 진천군 진천읍 문화로,4.37502502110448e+24,충청북도 진천군 진천읍 문화로 91-22,27841.0,1.0
MA0101202301A0096791,금별맥주충주,호암점,I2,음식,I211,주점,I21103,생맥주 전문,I56219,기타 주점업,43,충청북도,43130,충주시,43130580,호암.직동,4313010700,호암동,4.31301070011002e+18,1,대지,충청북도 충주시 호암동 1002,431304856103,충청북도 충주시 호암수청4길,4.31301070011002e+24,충청북도 충주시 호암수청4길 16,27502.0,1.0
MA0101202301A0010532,윤휘씨앤에이치,중부지점,N1,시설관리·임대,N101,시설관리,N10101,사업시설 유지·관리 서비스업,N74100,사업시설 유지ㆍ관리 서비스업,43,충청북도,43113,청주시 흥덕구,43113700,운천.신봉동,4311310400,운천동,4.31131040011366e+18,1,대지,충청북도 청주시 흥덕구 운천동 1366,431133237036,충청북도 청주시 흥덕구 사운로,4.31131040011366e+24,충청북도 청주시 흥덕구 사운로 244-1,28468.0,4.0
MA0101202212A0066369,충북혁신도시점,흥덕대리점,G2,소매,G208,가전·통신 소매,G20802,핸드폰 소매업,G47312,통신기기 소매업,43,충청북도,43770,음성군,43770330,맹동면,4377033028,맹동면,4.3770330281140495e+18,1,대지,충청북도 음성군 맹동면 두성리 1405,437704541750,충청북도 음성군 맹동면 대하2가길,4.37703302811405e+24,충청북도 음성군 맹동면 대하2가길 31,27738.0,1.0
MA0101202212A0072152,용용선생청주지웰,복대점,I2,음식,I211,주점,I21104,요리 주점,I56219,기타 주점업,43,충청북도,43113,청주시 흥덕구,43113741,복대1동,4311311400,복대동,4.31131140013238e+18,1,대지,충청북도 청주시 흥덕구 복대동 3238,431133237081,충청북도 청주시 흥덕구 진재로,4.31131140013238e+24,충청북도 청주시 흥덕구 진재로 95,28427.0,1.0
MA0101202212A0029805,몰디브태닝,흥덕점,S2,수리·개인,S207,이용·미용,S20702,피부 관리실,S96999,그 외 기타 달리 분류되지 않은 개인 서비스업,43,충청북도,43113,청주시 흥덕구,43113760,강서1동,4311313800,비하동,4.311313800102e+18,1,대지,충청북도 청주시 흥덕구 비하동 200-6,431134511054,충청북도 청주시 흥덕구 2순환로1136번길,4.311313800102e+24,충청북도 청주시 흥덕구 2순환로1136번길 11,28363.0,2.0
MA0101202212A0059154,정관장오창2산단,본점,G2,소매,G205,식료품 소매,G20508,건강보조식품 소매업,G47217,건강 보조식품 소매업,43,충청북도,43114,청주시 청원구,43114253,오창읍,4311425332,오창읍,4.3114253321057894e+18,1,대지,충청북도 청주시 청원구 오창읍 주성리 579,431143257076,충청북도 청주시 청원구 오창읍 2산단로,4.31142533210579e+24,충청북도 청주시 청원구 오창읍 2산단로 136,28117.0,1.0
MA0101202212A0087294,쟈끄데상쥬,동남점,S2,수리·개인,S207,이용·미용,S20701,미용실,S96112,두발 미용업,43,충청북도,43111,청주시 상당구,43111720,용암1동,4311112400,용암동,4.31111240013028e+18,1,대지,충청북도 청주시 상당구 용암동 3028,431113236055,충청북도 청주시 상당구 중고개로,4.31111240013028e+24,충청북도 청주시 상당구 중고개로 143,28808.0,2.0
MA0101202212A0010892,라무진청주,동남점,I2,음식,I201,한식,I20101,백반/한정식,I56111,한식 일반 음식점업,43,충청북도,43111,청주시 상당구,43111720,용암1동,4311112400,용암동,4.31111240013072e+18,1,대지,충청북도 청주시 상당구 용암동 3072,431114857347,충청북도 청주시 상당구 중고개로141번길,4.31111240013072e+24,충청북도 청주시 상당구 중고개로141번길 13-10,28808.0,1.0
MA0101202212A0074685,불닭발땡초동대문엽기떡볶이,청주봉명점,I2,음식,I210,기타 간이,I21007,김밥/만두/분식,I56194,김밥 및 기타 간이 음식점업,43,충청북도,43113,청주시 흥덕구,43113756,봉명2.송정동,4311311500,봉명동,4.31131150012765e+18,1,대지,충청북도 청주시 흥덕구 봉명동 2765,431134511257,충청북도 청주시 흥덕구 덕암로30번길,4.31131150012765e+24,충청북도 청주시 흥덕구 덕암로30번길 24,28463.0,1.0
MA0101202301A0054083,로반드로잉카페,오창점,R1,예술·스포츠,R102,도서관·사적지,R10202,독서실/스터디 카페,R90212,독서실 운영업,43,충청북도,43114,청주시 청원구,43114253,오창읍,4311425345,오창읍,4.3114253451082e+18,1,대지,충청북도 청주시 청원구 오창읍 양청리 820-2,431143240075,충청북도 청주시 청원구 오창읍 중심상업1로,4.3114253451082e+24,충청북도 청주시 청원구 오창읍 중심상업1로 20,28120.0,2.0
MA0101202212A0008213,설아아이스크림동남,칸타빌점,G2,소매,G204,종합 소매,G20404,슈퍼마켓,G47216,빵류; 과자류 및 당류 소매업,43,충청북도,43111,청주시 상당구,43111720,용암1동,4311112400,용암동,4.31111240013151e+18,1,대지,충청북도 청주시 상당구 용암동 3151,431113236055,충청북도 청주시 상당구 중고개로,4.31111240010206e+24,충청북도 청주시 상당구 중고개로 140,28807.0,1.0
MA0101202212A0056750,취란,제천점,I2,음식,I202,중식,I20201,중국집,I56121,중식 음식점업,43,충청북도,43150,제천시,43150560,용두동,4315011200,신월동,4.3150112001110497e+18,1,대지,충청북도 제천시 신월동 1105-7,431502239001,충청북도 제천시 용두대로,4.31501120011106e+24,충청북도 제천시 용두대로 369,27158.0,1.0
MA0101202212A0005636,이디야커피복대,사거리점,I2,음식,I212,비알코올,I21201,카페,I56221,커피 전문점,43,충청북도,43113,청주시 흥덕구,43113742,복대2동,4311311400,복대동,4.31131140010978e+18,1,대지,충청북도 청주시 흥덕구 복대동 978-2,431133237030,충청북도 청주시 흥덕구 복대로,4.31131140010978e+24,충청북도 청주시 흥덕구 복대로 180,28597.0,1.0
MA0101202212A0092790,리프패럿청주,용암점,G2,소매,G220,애완동물·용품 소매,G22001,애완동물/애완용품 소매업,R91299,그 외 기타 분류 안된 오락관련 서비스업,43,충청북도,43111,청주시 상당구,43111720,용암1동,4311112400,용암동,4.3111124001303506e+18,1,대지,충청북도 청주시 상당구 용암동 3035,431114857347,충청북도 청주시 상당구 중고개로141번길,4.31111240013035e+24,충청북도 청주시 상당구 중고개로141번길 22,28808.0,3.0
MA0101202212A0100971,춘향골남원추어탕,청주사천점,I2,음식,I201,한식,I20102,국/탕/찌개류,I56111,한식 일반 음식점업,43,충청북도,43114,청주시 청원구,43114540,율량.사천동,4311410400,사천동,4.3114104001022305e+18,1,대지,충청북도 청주시 청원구 사천동 223-1,431143236054,충청북도 청주시 청원구 주성로,4.31141040010223e+24,충청북도 청주시 청원구 주성로 57,28336.0,1.0
MA0101202301A0015870,리파인,가경점,I2,음식,I202,중식,I20201,중국집,I56121,중식 음식점업,43,충청북도,43113,청주시 흥덕구,43113747,가경동,4311311300,가경동,4.3113113001227e+18,1,대지,충청북도 청주시 흥덕구 가경동 2270,431133237046,충청북도 청주시 흥덕구 서현로,4.3113113001227e+24,충청북도 청주시 흥덕구 서현로 60,28382.0,1.0
MA0101202212A0024272,프랭크버거,청주대점,I2,음식,I210,기타 간이,I21004,버거,I56194,김밥 및 기타 간이 음식점업,43,충청북도,43114,청주시 청원구,43114510,우암동,4311410100,우암동,4.31141010010236e+18,1,대지,충청북도 청주시 청원구 우암동 236-5,431143236058,충청북도 청주시 청원구 직지대로,4.31141010010236e+24,충청북도 청주시 청원구 직지대로 886,28536.0,1.0
MA0101202212A0093164,씨유대소,부영점,G2,소매,G204,종합 소매,G20405,편의점,G47122,체인화 편의점,43,충청북도,43770,음성군,43770340,대소면,4377034032,대소면,4.37703403210621e+18,1,대지,충청북도 음성군 대소면 대풍리 621,437703247010,충청북도 음성군 대소면 대청로,4.37703403210621e+24,충청북도 음성군 대소면 대청로 17,27658.0,1.0
MA0101202301A0029336,마루벌돌구이,분평점,I2,음식,I201,한식,I20107,돼지고기 구이/찜,I56111,한식 일반 음식점업,43,충청북도,43112,청주시 서원구,43112550,산남동,4311210600,분평동,4.31121060010326e+18,1,대지,충청북도 청주시 서원구 분평동 326-1,431123236001,충청북도 청주시 서원구 1순환로,4.31131080010323e+24,충청북도 청주시 서원구 1순환로 1019-1,28701.0,1.0
MA0101202301A0092978,도로시파스타연정율량,사천점,I2,음식,I204,서양식,I20402,파스타/스테이크,I56123,서양식 음식점업,43,충청북도,43114,청주시 청원구,43114540,율량.사천동,4311410400,사천동,4.3114104001040097e+18,1,대지,충청북도 청주시 청원구 사천동 401-16,431143236029,충청북도 청주시 청원구 새터로,4.31111160010401e+24,충청북도 청주시 청원구 새터로 157,28342.0,1.0
MA0101202301A0036834,아라치치킨,개신점,I2,음식,I210,기타 간이,I21006,치킨,I56193,치킨 전문점,43,충청북도,43112,청주시 서원구,43112590,성화.개신.죽림동,4311210900,개신동,4.3112109001044695e+18,1,대지,충청북도 청주시 서원구 개신동 447-36,431124511309,충청북도 청주시 서원구 모충로12번길,4.31131110010447e+24,충청북도 청주시 서원구 모충로12번길 9-13,28668.0,1.0
MA0101202212A0087685,79대포충주,호암점,I2,음식,I211,주점,I21104,요리 주점,I56111,한식 일반 음식점업,43,충청북도,43130,충주시,43130580,호암.직동,4313010700,호암동,4.31301070011005e+18,1,대지,충청북도 충주시 호암동 1005,431304856100,충청북도 충주시 호암수청7길,4.31301070011005e+24,충청북도 충주시 호암수청7길 3,27502.0,1.0
MA0101202212A0038858,보노보노웍,용암점,I2,음식,I204,서양식,I20402,파스타/스테이크,I56123,서양식 음식점업,43,충청북도,43111,청주시 상당구,43111730,용암2동,4311112400,용암동,4.31111240011906e+18,1,대지,충청북도 청주시 상당구 용암동 1906,431114508229,충청북도 청주시 상당구 무농정로3번길,4.31111240011906e+24,충청북도 청주시 상당구 무농정로3번길 54,28782.0,1.0
MA0101202212A0037917,짐승짐,율량점,R1,예술·스포츠,R103,스포츠 서비스,R10307,헬스장,R91132,체력 단련시설 운영업,43,충청북도,43114,청주시 청원구,43114540,율량.사천동,4311410300,율량동,4.31141030012372e+18,1,대지,충청북도 청주시 청원구 율량동 2372,431144571749,충청북도 청주시 청원구 율중로79번길,4.31141030012372e+24,충청북도 청주시 청원구 율중로79번길 34,28315.0,3.0
MA0101202212A0041384,서해리테일충주,연수점,G2,소매,G208,가전·통신 소매,G20802,핸드폰 소매업,G47312,통신기기 소매업,43,충청북도,43130,충주시,43130630,연수동,4313011800,연수동,4.31301180010884e+18,1,대지,충청북도 충주시 연수동 884,431302238004,충청북도 충주시 번영대로,4.31301180010884e+24,충청북도 충주시 번영대로 103,27347.0,1.0
MA0101202212A0021625,짜글이진주식당,전문점,I2,음식,I201,한식,I20101,백반/한정식,I56111,한식 일반 음식점업,43,충청북도,43113,청주시 흥덕구,43113747,가경동,4311311300,가경동,4.31131130011458e+18,1,대지,충청북도 청주시 흥덕구 가경동 1458-8,431133237007,충청북도 청주시 흥덕구 경산로,4.31131130011458e+24,충청북도 청주시 흥덕구 경산로 17,28397.0,1.0
MA010120220803047431,강변마을,2호점,I2,음식,I201,한식,I20101,백반/한정식,I56111,한식 일반 음식점업,43,충청북도,43800,단양군,43800250,단양읍,4380025025,단양읍,4.3800250251057295e+18,1,대지,충청북도 단양군 단양읍 별곡리 573,438004544210,충청북도 단양군 단양읍 별곡7길,4.38002502510573e+24,충청북도 단양군 단양읍 별곡7길 9-1,27011.0,2.0
MA010120220813158573,코리아세븐청주뉴,하복대점,G2,소매,G204,종합 소매,G20405,편의점,G47122,체인화 편의점,43,충청북도,43113,청주시 흥덕구,43113741,복대1동,4311311400,복대동,4.31131140012836e+18,1,대지,충청북도 청주시 흥덕구 복대동 2836,431134511888,충청북도 청주시 흥덕구 짐대로72번길,4.31131140012836e+24,충청북도 청주시 흥덕구 짐대로72번길 51,28418.0,1.0
MA010120220810162099,칼슨그레이시오창지부,코리아,P1,교육,P106,기타 교육,P10601,태권도/무술학원,P85611,태권도 및 무술 교육기관,43,충청북도,43114,청주시 청원구,43114253,오창읍,4311425332,오창읍,4.3114253321054095e+18,1,대지,충청북도 청주시 청원구 오창읍 주성리 541,431143257076,충청북도 청주시 청원구 오창읍 2산단로,4.31142533210541e+24,충청북도 청주시 청원구 오창읍 2산단로 184,28117.0,2.0
MA010120220805604717,건국우유단양,대리점,G2,소매,G206,음료 소매,G20604,우유 소매업,G47992,계약배달 판매업,43,충청북도,43800,단양군,43800253,매포읍,4380025327,매포읍,4.3800253271133e+18,1,대지,충청북도 단양군 매포읍 평동리 1330,438004544501,충청북도 단양군 매포읍 평동38길,4.3800253271133e+24,충청북도 단양군 매포읍 평동38길 24,27006.0,1.0
MA010120220808048371,고향축산물불고기,율량점,I2,음식,I201,한식,I20107,돼지고기 구이/찜,I56111,한식 일반 음식점업,43,충청북도,43114,청주시 청원구,43114540,율량.사천동,4311410300,율량동,4.31141030012227e+18,1,대지,충청북도 청주시 청원구 율량동 2227,431143236001,충청북도 청주시 청원구 1순환로,4.31141030012227e+24,충청북도 청주시 청원구 1순환로 108-1,28321.0,1.0
MA010120220809604707,미소야한스,타워점,I2,음식,I203,일식,I20302,일식 카레/돈가스/덮밥,I56122,일식 음식점업,43,충청북도,43130,충주시,43130540,교현2동,4313010500,교현동,4.3130105001054e+18,1,대지,충청북도 충주시 교현동 540-5,431302238002,충청북도 충주시 국원대로,4.31301050010539e+24,충청북도 충주시 국원대로 107,27364.0,1.0
MA010120220806347279,동원홈푸드굴드펌프주,옥산점,I2,음식,I207,구내식당·뷔페,I20701,구내식당,I56130,기관 구내식당업,43,충청북도,43113,청주시 흥덕구,43113320,옥산면,4311332032,옥산면,4.3113320321001206e+18,1,대지,충청북도 청주시 흥덕구 옥산면 호죽리 12,431133240086,충청북도 청주시 흥덕구 옥산면 호죽화산로,4.37104103200012e+24,충청북도 청주시 흥덕구 옥산면 호죽화산로 426,28106.0,1.0
MA010120220802739268,코닥사진관,오창점,M1,과학·기술,M113,사진 촬영,M11301,사진촬영업,M73301,인물 사진 및 행사용 영상 촬영업,43,충청북도,43114,청주시 청원구,43114253,오창읍,4311425345,오창읍,4.3114253451082097e+18,1,대지,충청북도 청주시 청원구 오창읍 양청리 821-4,431143240077,충청북도 청주시 청원구 오창읍 중심상업로,4.37102534500821e+24,충청북도 청주시 청원구 오창읍 중심상업로 7,28120.0,1.0
